Away Team,Away Spread,Home Spread,Home Team,Game Date
DAL,27.0,13.0,TEN,WEEK17
ARI,19.0,20.0,ATL,WEEK17
CHI,10.0,41.0,DET,WEEK17
JAX,31.0,3.0,HOU,WEEK17
DEN,24.0,27.0,KC,WEEK17
MIA,21.0,23.0,NE,WEEK17
IND,10.0,38.0,NYG,WEEK17
NO,20.0,10.0,PHI,WEEK17
CAR,24.0,30.0,TB,WEEK17
CLE,24.0,10.0,WAS,WEEK17
SF,37.0,34.0,LV,WEEK17
NYJ,6.0,23.0,SEA,WEEK17
MIN,17.0,41.0,GB,WEEK17
LA,10.0,31.0,LAC,WEEK17
PIT,16.0,13.0,BAL,WEEK17
