Away Team,Away Spread,Home Spread,Home Team,Game Date
BUF,24.0,10.0,NE,WEEK13
PIT,19.0,16.0,ATL,WEEK13
DEN,9.0,10.0,BAL,WEEK13
GB,28.0,19.0,CHI,WEEK13
JAX,14.0,40.0,DET,WEEK13
CLE,27.0,14.0,HOU,WEEK13
NYJ,22.0,27.0,MIN,WEEK13
WAS,20.0,20.0,NYG,WEEK13
TEN,10.0,35.0,PHI,WEEK13
SEA,27.0,23.0,LA,WEEK13
MIA,17.0,33.0,SF,WEEK13
KC,24.0,27.0,CIN,WEEK13
LAC,20.0,27.0,LV,WEEK13
IND,19.0,54.0,DAL,WEEK13
NO,16.0,17.0,TB,WEEK13
