Away Team,Away Spread,Home Spread,Home Team,Game Date
JAX,19.0,3.0,NYJ,WEEK16
ATL,9.0,17.0,BAL,WEEK16
DET,23.0,37.0,CAR,WEEK16
BUF,35.0,13.0,CHI,WEEK16
NO,17.0,10.0,CLE,WEEK16
SEA,10.0,24.0,KC,WEEK16
NYG,24.0,27.0,MIN,WEEK16
CIN,22.0,18.0,NE,WEEK16
HOU,19.0,14.0,TEN,WEEK16
WAS,20.0,37.0,SF,WEEK16
PHI,34.0,40.0,DAL,WEEK16
LV,10.0,13.0,PIT,WEEK16
GB,26.0,20.0,MIA,WEEK16
DEN,14.0,51.0,LA,WEEK16
TB,19.0,16.0,ARI,WEEK16
LAC,20.0,3.0,IND,WEEK16
