Away Team,Away Spread,Home Spread,Home Team,Game Date
LAC,24.0,27.0,KC,WEEK2
MIA,42.0,38.0,BAL,WEEK2
NYJ,31.0,30.0,CLE,WEEK2
WAS,27.0,36.0,DET,WEEK2
IND,0.0,24.0,JAX,WEEK2
TB,20.0,10.0,NO,WEEK2
CAR,16.0,19.0,NYG,WEEK2
NE,17.0,14.0,PIT,WEEK2
ATL,27.0,31.0,LA,WEEK2
SEA,7.0,27.0,SF,WEEK2
CIN,17.0,20.0,DAL,WEEK2
HOU,9.0,16.0,DEN,WEEK2
ARI,29.0,23.0,LV,WEEK2
CHI,10.0,27.0,GB,WEEK2
TEN,7.0,41.0,BUF,WEEK2
MIN,7.0,24.0,PHI,WEEK2
