Away Team,Away Spread,Home Spread,Home Team,Game Date
MIA,15.0,27.0,CIN,WEEK4
MIN,28.0,25.0,NO,WEEK4
CLE,20.0,23.0,ATL,WEEK4
BUF,23.0,20.0,BAL,WEEK4
WAS,10.0,25.0,DAL,WEEK4
SEA,48.0,45.0,DET,WEEK4
LAC,34.0,24.0,HOU,WEEK4
TEN,24.0,17.0,IND,WEEK4
CHI,12.0,20.0,NYG,WEEK4
JAX,21.0,29.0,PHI,WEEK4
NYJ,24.0,20.0,PIT,WEEK4
ARI,26.0,16.0,CAR,WEEK4
NE,24.0,27.0,GB,WEEK4
DEN,23.0,32.0,LV,WEEK4
KC,41.0,31.0,TB,WEEK4
LA,9.0,24.0,SF,WEEK4
