Away Team,Away Spread,Home Spread,Home Team,Game Date
PIT,17.0,29.0,CLE,WEEK3
NO,14.0,22.0,CAR,WEEK3
HOU,20.0,23.0,CHI,WEEK3
KC,17.0,20.0,IND,WEEK3
BUF,19.0,21.0,MIA,WEEK3
DET,24.0,28.0,MIN,WEEK3
BAL,37.0,26.0,NE,WEEK3
CIN,27.0,12.0,NYJ,WEEK3
LV,22.0,24.0,TEN,WEEK3
PHI,24.0,8.0,WAS,WEEK3
JAX,38.0,10.0,LAC,WEEK3
LA,20.0,12.0,ARI,WEEK3
ATL,27.0,23.0,SEA,WEEK3
GB,14.0,12.0,TB,WEEK3
SF,10.0,11.0,DEN,WEEK3
DAL,23.0,16.0,NYG,WEEK3
