Game Pick,Game Key,Game Date_y,Home Team,Home Score,Away Score,Away Team,Home Line Close,Away Line Close,Home Odds Close,Away Odds Close,Margin,ATS Win/Loss,ML Win/Loss,Wager,ATS Payout,ML Payout,Weekly ATS Payout,Weekly ML Payout,Total Payout
PHI,PHINYG,WEEK18,PHI,22.0,16.0,NYG,-17.0,17.0,1.06,10.5,-6.0,0,1,100,-100.0,6.0,-100.0,6.0,-94.0
