Game Date,Home Team,Home Spread,Away Team,Away Spread,Overall Adv,Offense Adv,Passing Adv,Pass Block Adv,Receving Adv,Running Adv,Run Block Adv,Defense Adv,Run Defense Adv,Tackling Adv,Pass Rush Adv,Coverage Adv,Game Pick
WEEK17,KC,27.0,DEN,24.0,17.299999999999997,9.299999999999997,12.150000000000006,7.199999999999989,-6.200000000000003,7.799999999999997,1.0,13.0,-4.749999999999993,-18.699999999999996,11.349999999999994,23.39999999999999,KC
WEEK17,PHI,10.0,NO,20.0,11.400000000000006,13.299999999999997,8.150000000000006,17.900000000000006,2.3000000000000114,20.30000000000001,10.900000000000006,12.0,-0.14999999999999147,-23.54999999999999,18.799999999999983,20.450000000000003,PHI
WEEK17,GB,41.0,MIN,17.0,-11.099999999999994,-4.799999999999997,3.6500000000000057,2.3999999999999915,-1.0,6.099999999999994,-29.500000000000007,-14.199999999999989,-23.85,-23.1,-0.44999999999998863,3.4000000000000057,MIN
WEEK17,LV,34.0,SF,37.0,-13.399999999999991,-8.5,-18.549999999999997,-3.4000000000000057,-12.200000000000003,16.5,-16.500000000000007,-20.200000000000003,-16.549999999999997,-44.199999999999996,-4.599999999999994,-27.700000000000003,SF
